Date,Open,High,Low,Close,Adj Close,Volume
2016-12-12,31.620001,31.790001,31.325001,31.650000,30.967947,957000
2016-12-13,31.780001,32.044998,31.610001,31.820000,31.134285,1237600
2016-12-14,31.500000,31.635000,31.129999,31.165001,30.493401,2047000
2016-12-15,31.500000,31.584999,31.059999,31.080000,30.410233,1512800
2016-12-16,31.110001,31.110001,30.320000,30.405001,29.749781,4409000
2016-12-19,30.365000,30.434999,29.889999,30.004999,29.358397,2317600
2016-12-20,30.125000,30.340000,29.549999,30.209999,29.558979,2761400
2016-12-21,30.215000,30.360001,30.165001,30.295000,29.642151,1263800
2016-12-22,30.150000,30.430000,30.150000,30.430000,29.774239,1139400
2016-12-23,30.525000,30.650000,30.320000,30.485001,29.828054,1071600
2016-12-27,30.469999,30.530001,30.320000,30.514999,29.857409,1459400
2016-12-28,30.490000,30.500000,30.280001,30.309999,29.656824,1187800
2016-12-29,30.575001,30.645000,30.370001,30.415001,29.759563,1330800
2016-12-30,30.514999,30.700001,30.340000,30.340000,29.686180,1607200
2017-01-03,30.330000,30.434999,29.500000,29.590000,28.952341,3046600
2017-01-04,29.725000,29.940001,29.555000,29.594999,28.957233,2271600
2017-01-05,29.700001,30.495001,29.610001,30.450001,29.793812,3102400
2017-01-06,30.410000,30.545000,30.270000,30.340000,29.686180,1791400
2017-01-09,30.200001,30.545000,30.180000,30.365000,29.710640,1927400
2017-01-10,30.900000,31.135000,30.775000,30.945000,30.278141,1577000
2017-01-11,31.344999,32.099998,31.245001,31.990000,31.300621,3323600
2017-01-12,32.025002,32.290001,31.834999,32.060001,31.369118,2530800
2017-01-13,32.049999,32.195000,31.684999,32.060001,31.369118,2249200
2017-01-17,32.130001,32.610001,32.119999,32.445000,31.745815,2360200
2017-01-18,32.500000,32.619999,32.049999,32.154999,31.462065,1144000
2017-01-19,32.240002,32.240002,31.709999,32.025002,31.334869,1893800
2017-01-20,32.075001,32.310001,31.855000,32.105000,31.413145,1136000
2017-01-23,32.130001,32.349998,32.095001,32.169998,31.476742,1458800
2017-01-24,32.910000,33.435001,32.605000,33.320000,32.601955,3476000
2017-01-25,33.584999,34.740002,33.584999,34.700001,33.952225,2964200
2017-01-26,34.555000,34.895000,34.514999,34.869999,34.118561,2223600
2017-01-27,34.660000,34.820000,34.485001,34.794998,34.045174,1238200
2017-01-30,34.279999,34.490002,34.040001,34.174999,33.438534,914400
2017-01-31,34.154999,34.669998,34.080002,34.465000,33.722286,1274200
2017-02-01,34.935001,35.264999,34.535000,35.090000,34.333820,2424400
2017-02-02,35.105000,35.150002,34.880001,35.075001,34.319141,1616800
2017-02-03,35.430000,35.685001,35.235001,35.660000,34.891537,1239400
2017-02-06,35.485001,35.799999,35.275002,35.740002,34.969814,1287600
2017-02-07,35.470001,35.825001,35.450001,35.720001,34.950241,987400
2017-02-08,35.470001,35.849998,35.305000,35.770000,34.999161,992600
2017-02-09,35.770000,35.770000,35.365002,35.540001,34.774124,1090600
2017-02-10,35.500000,35.654999,35.334999,35.645000,34.876862,576200
2017-02-13,35.724998,35.939999,35.520000,35.645000,34.876862,1571800
2017-02-14,35.685001,35.750000,35.540001,35.700001,34.930676,2622400
2017-02-15,35.724998,35.970001,35.660000,35.790001,35.018738,2696800
2017-02-16,34.845001,35.459999,34.445000,35.299999,34.539291,4484400
2017-02-17,36.000000,36.099998,35.115002,35.200001,34.441448,2978000
2017-02-21,35.570000,36.660000,35.570000,36.310001,35.527531,2502000
2017-02-22,36.025002,36.255001,35.924999,36.110001,35.331837,925800
2017-02-23,35.950001,36.060001,35.669998,36.060001,35.282913,661800
2017-02-24,35.660000,35.834999,35.535000,35.759998,34.989376,762000
2017-02-27,35.764999,35.904999,35.580002,35.744999,34.974697,734200
2017-02-28,35.564999,35.860001,35.520000,35.845001,35.072548,1082200
2017-03-01,36.014999,36.564999,35.805000,36.465000,35.679188,1990000
2017-03-02,36.340000,36.340000,35.755001,35.860001,35.087219,1434200
2017-03-03,36.020000,36.020000,35.590000,35.805000,35.033409,630000
2017-03-06,35.830002,35.830002,35.474998,35.625000,34.857292,524000
2017-03-07,35.570000,35.695000,35.369999,35.525002,34.759445,1161800
2017-03-08,35.770000,35.770000,35.439999,35.465000,34.700741,1006400
2017-03-09,35.619999,35.750000,35.424999,35.715000,34.945351,1097400
2017-03-10,35.650002,35.810001,35.509998,35.674999,34.906212,760400
2017-03-13,36.470001,36.509998,36.070000,36.375000,35.591125,1693600
2017-03-14,36.110001,36.369999,36.070000,36.139999,35.361195,1202400
2017-03-15,36.349998,36.480000,36.174999,36.330002,35.547100,2167800
2017-03-16,36.549999,37.000000,36.369999,36.810001,36.016750,1849400
2017-03-17,36.744999,36.805000,36.439999,36.474998,35.688965,952400
2017-03-20,36.570000,37.200001,36.505001,37.105000,36.305397,1646800
2017-03-21,37.360001,37.494999,36.009998,36.134998,35.356297,2213600
2017-03-22,36.264999,36.555000,36.215000,36.340000,35.556881,2035000
2017-03-23,36.279999,36.794998,36.279999,36.500000,35.713432,2274600
2017-03-24,36.485001,36.494999,36.025002,36.424999,35.640049,1399400
2017-03-27,36.080002,37.470001,36.014999,37.259998,36.457054,2706800
2017-03-28,37.005001,37.115002,36.744999,37.014999,36.217335,778400
2017-03-29,37.020000,37.165001,36.654999,36.904999,36.109707,895200
2017-03-30,37.180000,37.445000,37.020000,37.180000,36.378780,2057800
2017-03-31,37.014999,37.674999,36.865002,37.610001,36.799515,2126800
2017-04-03,37.595001,38.090000,37.514999,37.910000,37.093048,2715600
2017-04-04,37.910000,38.110001,37.820000,38.005001,37.186001,1403800
2017-04-05,37.924999,37.974998,37.805000,37.855000,37.039234,1313800
2017-04-06,37.750000,38.055000,37.750000,38.005001,37.186001,1089600
2017-04-07,37.950001,38.334999,37.884998,38.259998,37.435501,980400
2017-04-10,38.244999,38.334999,37.965000,38.275002,37.450180,1518600
2017-04-11,38.290001,38.459999,38.209999,38.430000,37.601841,1170800
2017-04-12,38.455002,38.669998,38.285000,38.575001,37.743717,1145200
2017-04-13,38.575001,38.715000,38.500000,38.605000,37.773075,1200400
2017-04-17,38.985001,38.994999,38.660000,38.950001,38.110634,829600
2017-04-18,38.830002,39.075001,38.680000,39.029999,38.188911,1423000
2017-04-19,39.200001,39.200001,38.855000,39.029999,38.188911,1488200
2017-04-20,39.345001,39.345001,38.709999,38.730000,37.895374,1818000
2017-04-21,39.375000,39.544998,38.630001,38.650002,37.817101,1640800
2017-04-24,39.945000,40.090000,39.750000,39.974998,39.113548,2317600
2017-04-25,40.060001,40.334999,39.980000,40.230000,39.363052,2103200
2017-04-26,40.610001,40.845001,40.349998,40.474998,39.602768,3255000
2017-04-27,40.505001,40.625000,40.000000,40.025002,39.162476,1932400
2017-04-28,39.965000,40.165001,39.785000,39.805000,38.947212,1860600
2017-05-01,40.110001,40.174999,39.650002,40.125000,39.260315,1570200
2017-05-02,40.145000,40.785000,40.125000,40.695000,39.818027,2155200
2017-05-03,40.520000,40.759998,40.375000,40.700001,39.822926,1229400
2017-05-04,40.595001,40.900002,40.410000,40.799999,39.920769,1731400
2017-05-05,40.764999,41.275002,40.549999,41.244999,40.356178,1409000
2017-05-08,41.145000,41.279999,40.884998,41.259998,40.370853,1685800
2017-05-09,41.150002,41.529999,40.915001,41.509998,40.615463,1905000
2017-05-10,41.404999,41.945000,41.404999,41.814999,40.913895,1034400
2017-05-11,41.750000,41.904999,41.650002,41.884998,40.982384,1605200
2017-05-12,41.884998,42.259998,41.759998,42.200001,41.290600,887200
2017-05-15,42.220001,42.669998,42.200001,42.654999,41.735790,777800
2017-05-16,42.830002,43.049999,42.630001,42.830002,41.907024,1455200
2017-05-17,42.674999,42.959999,42.145000,42.215000,41.305279,1247800
2017-05-18,42.090000,42.480000,41.320000,42.400002,41.486286,1432800
2017-05-19,42.395000,42.445000,41.955002,42.355000,41.442257,1462200
2017-05-22,42.250000,42.474998,42.084999,42.430000,41.515644,1366600
2017-05-23,42.419998,42.419998,41.750000,41.939999,41.036201,1414600
2017-05-24,41.994999,42.275002,41.930000,42.259998,41.349300,958400
2017-05-25,42.759998,43.595001,42.544998,43.345001,42.410927,2005800
2017-05-26,43.500000,43.500000,43.145000,43.270000,42.337543,1166600
