Date,Open,High,Low,Close,Adj Close,Volume
2015-11-09,29.570000,29.895000,29.055000,29.440001,28.620281,1241600
2015-11-10,29.254999,29.549999,28.950001,29.070000,28.260584,1375400
2015-11-11,29.290001,29.290001,29.000000,29.240000,28.425850,697600
2015-11-12,29.045000,29.150000,28.600000,28.635000,27.837696,789800
2015-11-13,28.700001,28.895000,28.285000,28.520000,27.725899,1403000
2015-11-16,28.850000,29.145000,28.565001,29.040001,28.231421,1377400
2015-11-17,29.100000,29.415001,28.950001,29.250000,28.435574,1010400
2015-11-18,28.915001,29.150000,28.719999,28.965000,28.158510,1162600
2015-11-19,28.950001,29.195000,28.375000,29.049999,28.241142,2328000
2015-11-20,29.065001,29.430000,29.030001,29.410000,28.591120,983800
2015-11-23,29.264999,29.709999,29.200001,29.520000,28.698055,1275600
2015-11-24,29.340000,29.520000,28.920000,28.985001,28.177954,1705800
2015-11-25,29.084999,29.184999,28.530001,28.594999,27.798809,1172800
2015-11-27,28.629999,29.264999,28.629999,29.139999,28.328636,987600
2015-11-30,29.139999,29.320000,28.950001,29.059999,28.250862,1063000
2015-12-01,29.330000,30.115000,29.315001,29.930000,29.096642,2415400
2015-12-02,29.760000,29.850000,29.270000,29.500000,28.678612,1479400
2015-12-03,29.555000,29.764999,29.375000,29.385000,28.566816,1330200
2015-12-04,29.280001,29.995001,29.084999,29.825001,28.994564,1901800
2015-12-07,29.584999,29.875000,29.405001,29.575001,28.751526,1062000
2015-12-08,29.290001,29.465000,28.934999,29.139999,28.328636,806200
2015-12-09,28.990000,29.385000,28.469999,28.629999,27.832834,1476200
2015-12-10,29.020000,29.325001,28.870001,28.885000,28.080736,751400
2015-12-11,28.535000,28.605000,28.059999,28.110001,27.327314,1029200
2015-12-14,28.405001,28.870001,28.405001,28.670000,27.871723,1922600
2015-12-15,29.049999,29.355000,29.049999,29.254999,28.440434,2158600
2015-12-16,29.420000,29.879999,29.225000,29.780001,28.950817,1633200
2015-12-17,29.740000,30.049999,29.360001,29.805000,28.975121,1334400
2015-12-18,29.790001,30.094999,29.299999,29.299999,28.484182,2305200
2015-12-21,29.620001,29.930000,29.620001,29.895000,29.062614,1221600
2015-12-22,29.799999,30.365000,29.745001,30.230000,29.388288,1428400
2015-12-23,30.475000,30.495001,30.094999,30.165001,29.325096,614600
2015-12-24,30.084999,30.475000,29.934999,30.245001,29.402870,296600
2015-12-28,30.215000,30.240000,30.010000,30.200001,29.359123,344800
2015-12-29,30.295000,30.555000,30.219999,30.514999,29.665352,536800
2015-12-30,30.465000,30.660000,30.290001,30.555000,29.704239,909400
2015-12-31,30.525000,30.955000,30.355000,30.799999,29.942415,1042800
2016-01-04,30.150000,30.200001,29.674999,29.930000,29.096642,1069600
2016-01-05,30.020000,30.415001,30.020000,30.250000,29.407730,1346800
2016-01-06,30.045000,30.430000,29.930000,30.295000,29.451479,1520600
2016-01-07,29.760000,29.950001,29.410000,29.430000,28.610561,1056400
2016-01-08,29.750000,29.959999,29.200001,29.245001,28.430714,841400
2016-01-11,29.610001,29.844999,29.340000,29.730000,28.902206,723400
2016-01-12,29.725000,29.990000,29.379999,29.945000,29.111221,2171400
2016-01-13,29.940001,30.250000,29.745001,29.795000,28.965399,1132600
2016-01-14,29.815001,29.850000,29.115000,29.360001,28.542511,999200
2016-01-15,28.709999,28.995001,28.025000,28.120001,27.337038,1832800
2016-01-19,28.309999,28.459999,28.139999,28.299999,27.512026,2153000
2016-01-20,27.660000,27.735001,27.080000,27.285000,26.525286,1765800
2016-01-21,27.385000,27.385000,26.565001,27.145000,26.389185,2603800
2016-01-22,27.799999,27.799999,27.215000,27.424999,26.661385,1867800
2016-01-25,27.375000,28.059999,27.315001,27.754999,26.982201,1234000
2016-01-26,27.795000,28.320000,27.674999,28.225000,27.439114,1098800
2016-01-27,28.205000,28.975000,28.180000,28.795000,27.993240,2760200
2016-01-28,28.570000,29.084999,28.440001,28.860001,28.056435,1863000
2016-01-29,29.190001,30.215000,29.139999,30.165001,29.325096,2407400
2016-02-01,29.844999,30.240000,29.705000,29.965000,29.130667,1330400
2016-02-02,29.405001,29.770000,29.280001,29.334999,28.518206,1716200
2016-02-03,29.299999,29.370001,28.780001,29.100000,28.289753,1589800
2016-02-04,29.225000,29.915001,29.010000,29.445000,28.625145,865800
2016-02-05,29.469999,29.610001,28.969999,29.090000,28.280025,579600
2016-02-08,28.549999,28.565001,28.035000,28.410000,27.618963,1506200
2016-02-09,28.129999,28.610001,28.084999,28.510000,27.716177,1187200
2016-02-10,28.440001,28.795000,28.184999,28.530001,27.735620,1152600
2016-02-11,27.475000,27.610001,26.850000,26.975000,26.223917,4194400
2016-02-12,27.360001,27.635000,26.910000,27.615000,26.846098,2454400
2016-02-16,27.940001,28.225000,27.235001,27.315001,26.554451,1743000
2016-02-17,27.469999,28.165001,27.285000,27.900000,27.123161,2030600
2016-02-18,27.900000,27.965000,27.480000,27.680000,26.909288,1309400
2016-02-19,27.459999,27.600000,27.299999,27.350000,26.588478,1048000
2016-02-22,27.855000,27.855000,27.320000,27.655001,26.884985,1691600
2016-02-23,27.174999,27.325001,26.379999,26.389999,25.655203,1894800
2016-02-24,25.865000,26.200001,25.555000,26.170000,25.441328,2522200
2016-02-25,26.035000,26.200001,25.750000,25.889999,25.169125,911800
2016-02-26,26.490000,26.785000,26.270000,26.290001,25.557991,1177200
2016-02-29,26.875000,26.920000,26.370001,26.410000,25.674646,1848400
2016-03-01,26.674999,27.950001,26.570000,27.850000,27.074554,2922800
2016-03-02,28.125000,28.459999,28.035000,28.400000,27.609240,1203200
2016-03-03,28.584999,28.605000,27.745001,28.305000,27.516884,2264600
2016-03-04,28.389999,28.754999,28.225000,28.575001,27.779367,813800
2016-03-07,28.405001,28.625000,28.055000,28.389999,27.599518,471400
2016-03-08,28.270000,28.330000,27.879999,27.995001,27.215517,1025800
2016-03-09,28.139999,28.485001,27.955000,28.170000,27.385645,1480600
2016-03-10,28.340000,28.790001,27.990000,28.125000,27.341898,2317000
2016-03-11,28.545000,28.770000,28.250000,28.770000,27.968939,1469800
2016-03-14,28.750000,28.750000,28.465000,28.594999,27.798809,770600
2016-03-15,28.440001,28.465000,28.055000,28.209999,27.424530,1439800
2016-03-16,28.209999,28.889999,28.080000,28.860001,28.056435,1291200
2016-03-17,28.469999,28.990000,28.155001,28.915001,28.109900,1062000
2016-03-18,29.100000,29.375000,28.775000,29.334999,28.518206,1975600
2016-03-21,29.360001,29.945000,29.360001,29.815001,28.984842,1530800
2016-03-22,29.610001,29.670000,29.334999,29.530001,28.707777,653800
2016-03-23,29.440001,29.455000,29.055000,29.405001,28.586260,1089600
2016-03-24,29.250000,29.370001,29.000000,29.264999,28.450153,930600
2016-03-28,29.385000,29.415001,29.110001,29.205000,28.391829,552800
2016-03-29,29.180000,29.655001,29.155001,29.580000,28.756386,1654000
2016-03-30,29.750000,30.549999,29.684999,30.430000,29.582716,2385400
2016-03-31,30.424999,30.975000,30.190001,30.815001,29.956999,2894200
2016-04-01,30.469999,30.830000,29.995001,30.764999,29.908390,1111200
2016-04-04,30.745001,31.135000,30.639999,30.750000,29.893808,995800
2016-04-05,30.195000,30.670000,30.115000,30.350000,29.504944,3057000
2016-04-06,30.295000,30.400000,30.025000,30.370001,29.524387,1054600
2016-04-07,30.080000,30.305000,30.004999,30.080000,29.242462,1141200
2016-04-08,30.395000,30.395000,29.965000,30.070000,29.232740,1183600
2016-04-11,30.315001,30.555000,30.045000,30.055000,29.218161,1377400
2016-04-12,30.139999,30.514999,29.900000,30.500000,29.650766,1519000
2016-04-13,30.900000,31.315001,30.735001,31.125000,30.258368,1246400
2016-04-14,31.129999,31.389999,31.100000,31.355000,30.481960,822200
2016-04-15,31.270000,31.575001,31.250000,31.495001,30.618067,1114800
2016-04-18,31.285000,31.725000,30.920000,31.625000,30.744444,1049400
2016-04-19,31.684999,31.905001,31.485001,31.700001,30.817356,949000
2016-04-20,31.670000,31.750000,31.545000,31.684999,30.802774,667000
2016-04-21,31.740000,31.740000,31.280001,31.315001,30.443075,1254400
2016-04-22,31.215000,31.670000,31.090000,31.469999,30.593761,922400
2016-04-25,31.375000,31.395000,31.094999,31.334999,30.462517,612200
2016-04-26,31.674999,31.879999,31.475000,31.555000,30.676394,1403600
2016-04-27,31.735001,32.000000,31.709999,31.740000,30.856241,1263400
2016-04-28,31.330000,31.615000,31.309999,31.415001,30.540293,1343400
2016-04-29,31.719999,31.790001,31.264999,31.434999,30.559732,2007200
2016-05-02,31.275000,31.809999,31.275000,31.535000,30.656950,1040600
2016-05-03,31.370001,31.545000,30.969999,31.334999,30.462517,1261800
2016-05-04,31.205000,31.445000,31.129999,31.365000,30.491684,1038800
2016-05-05,31.475000,31.910000,31.355000,31.754999,30.870825,1085800
2016-05-06,31.250000,31.825001,31.250000,31.750000,30.865965,1010200
2016-05-09,31.905001,32.275002,31.840000,32.040001,31.147892,753600
2016-05-10,32.014999,32.490002,31.950001,32.165001,31.269411,1289800
2016-05-11,32.165001,32.205002,31.830000,32.090000,31.196495,1218200
2016-05-12,32.279999,32.375000,32.044998,32.189999,31.293715,916600
2016-05-13,32.165001,32.215000,31.549999,31.610001,30.729862,705800
2016-05-16,32.200001,32.494999,32.180000,32.244999,31.347179,878400
2016-05-17,32.075001,32.345001,31.635000,31.695000,30.812494,1401200
2016-05-18,31.610001,32.240002,31.610001,31.885000,30.997208,2248000
2016-05-19,31.549999,31.635000,30.834999,31.090000,30.224339,2363600
2016-05-20,31.275000,31.715000,31.190001,31.580000,30.700699,779200
2016-05-23,31.490000,31.645000,31.100000,31.605000,30.725000,988800
2016-05-24,31.629999,31.945000,31.605000,31.745001,30.861103,895200
2016-05-25,32.195000,32.490002,32.105000,32.264999,31.366623,1089200
2016-05-26,32.500000,32.500000,32.115002,32.240002,31.342325,1821800
2016-05-27,32.410000,32.500000,32.205002,32.419998,31.517307,2461000
2016-05-31,32.500000,32.500000,32.025002,32.180000,31.283991,995600
2016-06-01,32.005001,32.455002,31.705000,32.404999,31.502726,1208200
2016-06-02,32.250000,32.790001,32.250000,32.790001,31.877007,1384400
2016-06-03,32.540001,32.730000,32.279999,32.665001,31.755484,800400
2016-06-06,32.630001,32.970001,32.564999,32.779999,31.867285,655600
2016-06-07,32.875000,33.290001,32.750000,33.150002,32.226982,1235600
2016-06-08,32.910000,33.264999,32.910000,32.985001,32.066578,1222000
2016-06-09,32.665001,32.830002,32.424999,32.740002,31.828402,913200
2016-06-10,32.410000,32.599998,32.310001,32.314999,31.415232,1635000
2016-06-13,32.064999,32.160000,31.815001,31.865000,30.977762,951200
2016-06-14,31.895000,32.230000,31.815001,31.870001,30.982624,785000
2016-06-15,32.325001,32.904999,32.200001,32.770000,31.857563,1394200
2016-06-16,32.240002,32.869999,32.240002,32.750000,31.838123,1415800
2016-06-17,32.785000,32.785000,32.404999,32.415001,31.512447,1602000
2016-06-20,32.915001,33.160000,32.555000,32.939999,32.022823,2320800
2016-06-21,32.775002,33.174999,32.750000,33.064999,32.144344,1452800
2016-06-22,33.084999,33.279999,32.820000,33.070000,32.149208,1286200
2016-06-23,33.494999,33.570000,33.230000,33.360001,32.431141,674400
2016-06-24,32.360001,33.064999,32.055000,32.880001,31.964502,1589000
2016-06-27,32.119999,32.334999,31.665001,31.840000,31.153858,1778400
2016-06-28,32.560001,32.560001,32.154999,32.445000,31.745815,1294400
2016-06-29,32.875000,33.084999,32.625000,32.685001,31.980648,1359400
2016-06-30,32.790001,33.174999,32.580002,33.174999,32.460087,1471400
2016-07-01,33.110001,33.389999,32.785000,33.290001,32.572605,1448000
2016-07-05,32.994999,33.205002,32.689999,33.005001,32.293747,840600
2016-07-06,32.840000,32.840000,32.560001,32.775002,32.068707,866200
2016-07-07,32.875000,33.349998,32.875000,33.084999,32.372028,1010800
2016-07-08,33.400002,33.790001,33.380001,33.669998,32.944412,1144600
2016-07-11,33.855000,34.110001,33.709999,34.014999,33.281986,963200
2016-07-12,33.889999,34.174999,33.845001,33.900002,33.169468,1828400
2016-07-13,33.980000,34.020000,33.555000,33.709999,32.983555,668400
2016-07-14,34.090000,34.220001,34.000000,34.070000,33.335796,527600
2016-07-15,34.570000,34.630001,34.174999,34.259998,33.521706,893600
2016-07-18,34.220001,34.455002,34.139999,34.355000,33.614658,682000
2016-07-19,34.355000,34.380001,34.134998,34.310001,33.570629,701200
2016-07-20,34.480000,34.490002,34.330002,34.450001,33.707607,789000
2016-07-21,34.360001,34.625000,34.310001,34.525002,33.780991,661200
2016-07-22,34.564999,34.730000,34.509998,34.715000,33.966900,686400
2016-07-25,34.590000,34.845001,34.410000,34.490002,33.746750,935800
2016-07-26,34.360001,34.520000,34.279999,34.355000,33.614658,983000
2016-07-27,34.430000,34.799999,34.360001,34.584999,33.839703,1173800
2016-07-28,34.639999,34.830002,34.435001,34.520000,33.776104,1041800
2016-07-29,34.665001,34.994999,34.535000,34.634998,33.888622,959600
2016-08-01,34.650002,34.945000,34.575001,34.654999,33.908192,1159400
2016-08-02,34.915001,34.919998,34.334999,34.645000,33.898403,1516400
2016-08-03,34.590000,34.590000,34.305000,34.540001,33.795666,944200
2016-08-04,34.590000,34.814999,34.509998,34.619999,33.873947,787200
2016-08-05,34.855000,34.985001,34.740002,34.825001,34.074528,1952400
2016-08-08,34.889999,34.904999,34.740002,34.799999,34.050060,2071800
2016-08-09,34.849998,34.924999,34.814999,34.860001,34.108776,1269800
2016-08-10,34.500000,34.564999,34.060001,34.285000,33.546162,1645000
2016-08-11,34.235001,34.794998,34.130001,34.724998,33.976685,1262200
2016-08-12,34.529999,34.959999,34.474998,34.950001,34.196835,929400
2016-08-15,35.000000,35.369999,34.915001,35.325001,34.563755,767800
2016-08-16,35.174999,35.509998,35.150002,35.485001,34.720306,1643200
2016-08-17,35.490002,35.590000,35.275002,35.450001,34.686062,750200
2016-08-18,35.514999,35.869999,35.465000,35.599998,34.832825,1120600
2016-08-19,35.419998,35.485001,35.105000,35.410000,34.646923,822600
2016-08-22,35.200001,35.445000,35.134998,35.294998,34.534405,470800
2016-08-23,35.349998,35.514999,35.349998,35.450001,34.686062,816600
2016-08-24,35.674999,35.825001,35.494999,35.790001,35.018738,822200
2016-08-25,35.724998,35.770000,35.404999,35.770000,34.999161,691400
2016-08-26,35.689999,35.919998,35.455002,35.525002,34.759445,963600
2016-08-29,35.355000,35.599998,35.255001,35.470001,34.705627,1315000
2016-08-30,35.755001,36.115002,35.755001,35.865002,35.092117,2019600
2016-08-31,36.080002,36.250000,35.825001,35.825001,35.052982,2348600
2016-09-01,36.029999,36.375000,35.924999,36.290001,35.507961,1873600
2016-09-02,36.610001,36.974998,36.305000,36.424999,35.640049,1870600
2016-09-06,36.740002,37.020000,36.505001,37.020000,36.222229,1891400
2016-09-07,36.750000,37.009998,36.750000,36.930000,36.134167,1379800
2016-09-08,36.779999,36.955002,36.735001,36.775002,35.982510,1032000
2016-09-09,36.555000,36.689999,36.205002,36.205002,35.424793,1167000
2016-09-12,36.025002,36.340000,35.840000,36.169998,35.390541,1347600
2016-09-13,35.865002,35.865002,35.264999,35.404999,34.642025,1541000
2016-09-14,35.505001,35.930000,35.244999,35.325001,34.563755,1494600
2016-09-15,35.185001,35.689999,35.185001,35.584999,34.818150,1033400
2016-09-16,36.009998,36.009998,35.505001,35.525002,34.759445,1398600
2016-09-19,35.689999,35.799999,35.529999,35.790001,35.018738,1050600
2016-09-20,35.974998,36.005001,35.610001,35.924999,35.150822,1562400
2016-09-21,36.095001,36.630001,36.035000,36.615002,35.825954,1830800
2016-09-22,36.639999,36.970001,36.415001,36.430000,35.644939,860600
2016-09-23,36.419998,36.575001,36.264999,36.270000,35.488392,1168800
2016-09-26,36.105000,36.605000,36.049999,36.314999,35.532421,1221400
2016-09-27,36.419998,36.564999,36.270000,36.549999,35.762352,479000
2016-09-28,36.619999,36.660000,35.849998,36.130001,35.351406,1285800
2016-09-29,35.924999,36.110001,35.520000,35.615002,34.847504,1019400
2016-09-30,35.805000,36.090000,35.619999,35.945000,35.170391,3255600
2016-10-03,35.990002,36.240002,35.950001,36.189999,35.410110,866600
2016-10-04,36.365002,36.759998,36.314999,36.570000,35.781925,1357200
2016-10-05,36.560001,36.720001,36.255001,36.345001,35.561771,462600
2016-10-06,36.160000,36.415001,36.044998,36.060001,35.282913,954400
2016-10-07,36.270000,36.270000,35.939999,36.185001,35.405220,394600
2016-10-10,36.355000,36.525002,36.165001,36.174999,35.395435,551000
2016-10-11,35.924999,36.235001,35.845001,35.990002,35.214424,474400
2016-10-12,35.830002,36.099998,35.744999,36.000000,35.224209,532200
2016-10-13,35.570000,35.830002,35.419998,35.759998,34.989376,1300800
2016-10-14,35.794998,36.090000,35.660000,36.055000,35.278023,782600
2016-10-17,35.439999,35.744999,35.305000,35.660000,34.891537,1885000
2016-10-18,36.250000,36.494999,36.055000,36.419998,35.635155,1133600
2016-10-19,36.270000,36.415001,36.200001,36.355000,35.571556,1202400
2016-10-20,36.055000,36.450001,36.029999,36.365002,35.581345,709200
2016-10-21,36.244999,36.695000,36.244999,36.299999,35.517738,1143800
2016-10-24,36.389999,36.445000,36.150002,36.205002,35.424793,2252400
2016-10-25,36.189999,36.189999,35.119999,35.169998,34.412094,1241600
2016-10-26,35.080002,35.080002,34.724998,34.775002,34.025608,1561800
2016-10-27,35.115002,35.724998,35.040001,35.294998,34.534405,1254600
2016-10-28,35.615002,35.755001,35.099998,35.290001,34.529507,599200
2016-10-31,35.310001,35.419998,35.154999,35.389999,34.627354,606000
2016-11-01,35.410000,35.799999,34.875000,34.965000,34.211510,1351800
2016-11-02,34.990002,35.055000,34.709999,35.005001,34.250648,810000
2016-11-03,34.955002,35.099998,34.360001,34.689999,33.942436,2198600
2016-11-04,34.500000,34.904999,34.500000,34.610001,33.864162,680200
2016-11-07,35.000000,35.195000,34.639999,34.860001,34.108776,901200
2016-11-08,34.820000,34.895000,34.369999,34.419998,33.678253,1265800
2016-11-09,35.040001,35.310001,34.865002,35.080002,34.324032,1622600
2016-11-10,35.299999,35.650002,34.759998,34.830002,34.079430,1499200
2016-11-11,34.720001,34.720001,34.325001,34.599998,33.854374,963600
2016-11-14,34.634998,34.634998,33.945000,33.974998,33.242844,2039600
2016-11-15,33.939999,34.029999,33.634998,33.744999,33.017799,2416600
2016-11-16,33.450001,33.549999,32.880001,32.939999,32.230145,2250800
2016-11-17,33.005001,33.005001,32.334999,32.424999,31.726248,2446400
2016-11-18,32.584999,32.584999,31.870001,32.285000,31.589262,2107800
2016-11-21,31.990000,32.119999,31.160000,31.250000,30.576569,3148000
2016-11-22,31.570000,31.684999,31.155001,31.325001,30.649956,1890000
2016-11-23,31.180000,31.535000,31.105000,31.430000,30.752689,1878000
2016-11-25,31.799999,32.110001,31.580000,32.040001,31.349546,1835600
2016-11-28,31.695000,31.730000,31.400000,31.424999,30.747797,3074200
2016-11-29,31.549999,32.290001,31.549999,32.189999,31.496313,2512400
2016-11-30,32.645000,32.965000,32.240002,32.259998,31.564802,3754200
2016-12-01,32.264999,32.325001,31.850000,31.965000,31.276159,1755400
2016-12-02,31.920000,31.950001,31.434999,31.530001,30.850534,1169600
2016-12-05,31.815001,31.865000,31.540001,31.730000,31.046225,1727000
2016-12-06,31.950001,32.514999,31.730000,32.505001,31.804529,1904600
2016-12-07,31.969999,32.480000,31.865000,32.424999,31.726248,2403400
2016-12-08,32.564999,32.814999,32.255001,32.270000,31.574587,2558400
2016-12-09,32.320000,32.345001,31.674999,31.750000,31.065794,2583800
